Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
1227,J0258-2529,0256-256,-25:29:58.7913938,02:58:16.79542712,-25.49966427605556,44.56998094633333,1971.0,7.46e-06,0.0002255,3.1083333333333324e-08,6.26388888888889e-08,6.86348161197771e-08,-0.0989,0.2258,1.0,2015.0,216.913,-61.603,,,a,,,,21.3,g,AQ,"ICRF J025816.7-252958 S/X; AT20G J025816-252958; GALEXASC J025816.82-252959.3
",J0258-2529,"2,8",-78,3,,4.3,4.014084507042253,5.011274731011726
1228,J0258-3909,0256-393,-39:09:40.6836763,02:58:14.04495393,-39.16130102119444,44.558520641375,1969.0,1.176e-05,0.0003862,4.9e-08,1.0727777777777777e-07,1.1380687149859353e-07,0.1257,0.3866,1.0,2015.0,245.598,-61.055,NED (fiducial),3.449,,3.449,,,20.3,R,AQ,"ICRF J025814.0-390940 S/X; PKS 0256-393
",J0258-3909,"2,8",-93,3,,16.8,4.014084507042253,5.011274731011726
1229,J0259+0251,,+02:51:50.359,02:59:16.7988,2.863988611111111,44.81999499999999,,,,,,,,,,,,,,,,,,,,,,,J0259+0251,5,161,5,,2.5,4.225352112676056,6.546266147667387
1234,J0259-0019,0256-005,-00:19:59.9753897,02:59:28.51615658,-0.3333264971388889,44.86881731908333,1983.0,2.2e-06,3.4e-05,9.166666666666666e-09,9.444444444444444e-09,1.316140056204571e-08,0.0016,0.034,1.0,2015.0,177.19,-49.228,NED (fiducial),1.9996,,1.9999,,1.9997,17.0,R,AL,"ICRF J025928.5-001959 S/X DEF; PKS 0256-005
",J0259-0019,"2,5,8",-3,3,,11.7,21.285211267605632,21.495586028452585
1235,J0259-0518,0257-055,-05:18:16.0138700,02:59:40.02738300,-5.304448297222222,44.9167807625,1989.0,5.4e-05,0.00223,2.2500000000000002e-07,6.194444444444445e-07,6.587137067626764e-07,0.124,2.2326,39.0,2015.0,183.144,-52.486,,,,,,,    , ,R ,"NVSS J025940-051821
",J0259-0518,5,154,5,,56.9,4.225352112676056,6.546266147667387
1236,J0259-1851,0256-190,-18:51:14.5976900,02:59:16.71571800,-18.85405491388889,44.819648825,1981.0,9.8e-05,0.00414,4.083333333333333e-07,1.1499999999999998e-06,1.213187374735786e-06,0.663,4.2479,39.0,2015.0,204.026,-59.533,LITERATURE,,a,,,,20.9,R,V ,"NVSS J025916-185113;; z from milliquas (http://quasars.org/milliquas.htm)
",J0259-1851,5,11,5,,9.5,21.285211267605632,21.86458823546892
1242,J0300-0531,0257-057,-05:31:20.3620606,03:00:01.30006212,-5.522322794611111,45.00541692549999,1991.0,9.13e-06,0.0002484,3.804166666666666e-08,6.900000000000002e-08,7.87068378497921e-08,-0.3215,0.2536,1.0,2015.0,183.514,-52.555,NED (fiducial),1.5,,,,,19.1,R,AQ,"ICRF J030001.3-053120 S/X; AT20G J030001-053120
",J0300-0531,"2,8",110,3,,3.6,4.225352112676056,5.182045973946585
1243,J0300-0846,0257-089,-08:46:10.1748700,03:00:19.58775500,-8.769493019444445,45.08161564583333,1993.0,3.267e-05,0.00137,1.3612499999999998e-07,3.805555555555556e-07,4.0363577134765545e-07,0.002,1.37,39.0,2015.0,187.947,-54.453,NED (fiducial),1.8638,,1.8638,,1.8638,17.9,R,AQ,"NVSS J030019-084609
",J0300-0846,8,2,5,,1.3,21.285211267605632,21.86458823546892
1244,J0300-3414,0258-344,-34:14:05.4597442,03:00:36.19041896,-34.23484992894444,45.15079341233333,1998.0,3.023e-05,0.001187,1.259583333333333e-07,3.297222222222222e-07,3.457755926021897e-07,-0.2169,1.1901,3.0,2015.0,235.329,-61.465,NED (fiducial),1.704,,1.704,,,17.5,R,AQ,"PKS 0258-344
",J0300-3414,5,-6,5,,34.0,21.285211267605632,21.86458823546892
1246,J0301+0221,0258+021,+02:21:46.4451600,03:01:00.08489800,2.3629014333333336,45.25035374166666,2003.0,2.733e-05,0.00091,1.13875e-07,2.527777777777778e-07,2.772040372793775e-07,-0.156,0.9128,39.0,2015.0,174.718,-47.061,,,,,,,    , ,I ,"87GB 025823.9+020934
",J0301+0221,"5,8",-68,4,,2.1,4.014084507042253,5.666822251463041
1249,J0301-0334,0258-037,-03:34:28.6803400,03:01:15.87743400,-3.5746334277777776,45.316155975,2007.0,5.867e-05,0.00175,2.444583333333333e-07,4.861111111111111e-07,5.439040183945959e-07,0.666,1.8583,39.0,2015.0,181.409,-51.072,LITERATURE,,a,,,,20.4,r,V ,"NVSS J030115-033429; WISE J030115.87-033428.6;; z from milliquas (http://quasars.org/milliquas.htm)
",J0301-0334,8,168,5,,9.7,4.225352112676056,6.546266147667387
1250,J0301-1608,0258-163,-16:08:03.6160742,03:01:07.57542065,-16.134337798388888,45.28156425270833,2005.0,1.333e-05,0.0003923,5.5541666666666666e-08,1.0897222222222225e-07,1.2133259362821998e-07,-0.0523,0.3925,1.0,2015.0,199.561,-58.036,,,,,,,    , ,I ,"ICRF J030107.5-160803 S/X; PMN J0301-1608
",J0301-1608,"2,8",-114,3,,7.8,7.447183098591549,8.028731911326197
1251,J0301-1652,0258-170,-16:52:45.1016542,03:01:16.62265536,-16.879194903944445,45.31926106399999,2009.0,8.18e-06,0.0002444,3.408333333333333e-08,6.788888888888888e-08,7.531692330561356e-08,-0.0331,0.2444,1.0,2015.0,200.869,-58.319,NED (fiducial),0.278,,,,,16.6,R,AL,"ICRF J030116.6-165245 S/X; PMN J0301-1652; GALEXASC J030116.67-165244.1
",J0301-1652,"2,5,8",41,4,,5.0,0.0,4.0
1252,J0301-1812,0258-184,-18:12:17.8222984,03:01:06.71447489,-18.204950638444444,45.27797697870832,2004.0,8.79e-06,0.000282,3.6625e-08,7.833333333333337e-08,8.571217027704072e-08,-0.1259,0.2825,1.0,2015.0,203.171,-58.886,NED (fiducial),1.627,,1.627,,,18.8,R,AQ,"ICRF J030106.7-181217 S/X; PKS 0258-184
",J0301-1812,"2,8",79,3,,2.5,0.0,3.0
1253,J0301-3126,0259-316,-31:26:15.7890089,03:01:16.24423394,-31.43771916913889,45.31768430808332,2008.0,8.48e-06,0.000276,3.5333333333333325e-08,7.666666666666666e-08,8.23808196285399e-08,-0.0686,0.2761,1.0,2015.0,229.464,-61.468,LITERATURE,0.313,,,,,17.9,R,AQ,"ICRF J030116.2-312615 S/X; PKS 0259-316;; z from milliquas (http://quasars.org/milliquas.htm)
",J0301-3126,"2,8",-175,3,,3.8,7.447183098591549,8.028731911326197
1259,J0302-1757,,-17:57:32.161,03:02:22.1948,-17.95893361111111,45.592478333333325,,,,,,,,,,,,,,,,,,,,,,,J0302-1757,5,92,5,,9.2,0.0,5.0
1263,J0303-1630,0301-167,-16:30:20.6878600,03:03:55.66772100,-16.50574662777778,45.98194883749999,2039.0,2.667e-05,0.00093,1.1112499999999998e-07,2.5833333333333333e-07,2.794424670592231e-07,-0.022,0.93,39.0,2015.0,200.73,-57.587,NED (fiducial),0.7204,,0.7204,,,17.9,R,G ,"NVSS J030355-163020; WISE J030355.66-163020.7; 1RXS J030356.8-163015; 6dFGS gJ030355.7-163022
",J0303-1630,5,-59,5,,7.2,4.014084507042253,6.411932191600021
1264,J0303-2407,0301-243,-24:07:11.4278625,03:03:26.50284741,-24.119841072916667,45.86042853087499,2032.0,1.337e-05,0.0003986,5.570833333333333e-08,1.1072222222222225e-07,1.2183834724499054e-07,-0.0587,0.3988,1.0,2015.0,214.621,-60.177,NED (fiducial),0.266,,0.26,,,15.4,R,AL,"ICRF J030326.5-240711 S/X; PKS 0301-243;; 2014A&A...565A..12P give z=0.266
",J0303-2407,"2,8,15",-122,2,,2.5,7.447183098591549,7.7110658215286705
1268,J0304-3556,0302-361,-35:56:55.4479600,03:04:56.06998700,-35.94873554444444,46.23362494583333,2054.0,7.133e-05,0.00553,2.972083333333333e-07,1.5361111111111112e-06,1.5548398804209774e-06,0.106,5.5308,39.0,2015.0,238.62,-60.385,,,,,,,17.6,r,AL,"PKS 0303-361; 2MASX J03045609-3556552
",J0304-3556,5,145,5,,16.3,4.225352112676056,6.546266147667387
1269,J0304-4333,0302-437,-43:33:16.0285394,03:04:29.20219801,-43.55445237205555,46.12167582504167,2048.0,1.695e-05,0.0005383,7.0625e-08,1.495277777777778e-07,1.5804521681629613e-07,-0.4036,0.544,1.0,2015.0,253.217,-58.596,NED (fiducial),1.945,,1.945,,,20.4,R,AQ,"ICRF J030429.2-433316 S/X; CGRaBS J0304-4333; PKS 0302-437
",J0304-4333,8,14,5,,4.3,21.285211267605632,21.86458823546892
1275,J0305-1608,,-16:08:16.690,03:05:15.0695,-16.137969444444444,46.31278958333333,,,,,,,,,,,,,,,,,,,,,,,J0305-1608,8,142,5,,36.3,4.225352112676056,6.546266147667387
1276,J0305-2421,0303-245,-24:21:34.1981872,03:05:19.51866688,-24.35949949644445,46.33132777866666,2060.0,3.207e-05,0.0010818,1.3362499999999998e-07,3.005e-07,3.242194044600496e-07,-0.545,1.111,1.0,2015.0,215.278,-59.811,NED (fiducial),0.2106,,0.211,,,17.3,R,AL,"ICRF J030519.5-242134 S/X; 2MASX J03051951-2421344
",J0305-2421,8,172,5,,33.8,4.225352112676056,6.546266147667387
1283,J0306-1734,,-17:34:06.130,03:06:51.5395,-17.568369444444443,46.71474791666667,,,,,,,,,,,,,,,,,,,,,,,J0306-1734,"5,8",141,4,,2.3,4.225352112676056,5.818384696468256
1297,J0308-1603,0305-162,-16:03:12.6929100,03:08:16.02989100,-16.053525808333333,47.06679121249999,2086.0,2.533e-05,0.00085,1.0554166666666665e-07,2.361111111111111e-07,2.569740806513785e-07,-0.105,0.8511,39.0,2015.0,200.785,-56.452,LITERATURE,,a,,,,19.4,R,V ,"AT20G J030816-160313;; z from milliquas (http://quasars.org/milliquas.htm)
",J0308-1603,8,-49,5,,1.8,4.014084507042253,6.411932191600021
1298,J0308-1703,0305-172,-17:03:40.5914800,03:08:12.03795100,-17.06127541111111,47.05015812916666,2085.0,0.00010867,0.00281,4.527916666666666e-07,7.805555555555556e-07,8.925464032508453e-07,0.719,3.0548,39.0,2015.0,202.443,-56.883,,,a,,,,20.3,R,V ,"PMN J0308-1703
",J0308-1703,5,-132,5,,6.5,7.447183098591549,8.969979715916175
1303,J0309-2945,0307-299,-29:45:53.7757200,03:09:38.60369000,-29.7649377,47.410848708333326,2104.0,6.467e-05,0.00229,2.694583333333333e-07,6.361111111111111e-07,6.777540481420256e-07,-0.059,2.2906,39.0,2015.0,226.17,-59.618,NED (fiducial),2.13,,2.13,,,17.6,R,AQ,"CTS F22.02; NVSS J030938-294553
",J0309-2945,5,-106,5,,4.9,4.014084507042253,6.411932191600021
1304,J0309-3604,0307-362,-36:04:03.7518577,03:09:02.51071841,-36.06770884936111,47.26046132670832,2094.0,1.905e-05,0.000607,7.937499999999998e-08,1.6861111111111117e-07,1.8040588195708248e-07,-0.3044,0.6117,1.0,2015.0,238.639,-59.546,NED (fiducial),1.2051,,1.2051,,,17.9,R,AQ,"ICRF J030902.5-360403 S/X; AT20G J030902-360403; GALEXASC J030902.41-360404.3
",J0309-3604,8,-52,5,,1.0,4.014084507042253,6.411932191600021
1311,J0310-2527,0308-256,-25:27:48.2852600,03:10:34.72444500,-25.46341257222222,47.6446851875,2113.0,8.4e-05,0.00267,3.5e-07,7.416666666666667e-07,8.061799297634484e-07,-0.786,2.8251,39.0,2015.0,217.872,-58.869,LITERATURE,,a,,,,19.2,R,V ,"AT20G J031034-252748;; z from milliquas (http://quasars.org/milliquas.htm)
",J0310-2527,"5,8",-32,4,,6.5,21.285211267605632,21.65779810383793
1321,J0312-1449,0310-150,-14:49:51.5541300,03:12:46.38833600,-14.830987258333334,48.193284733333336,2133.0,2.067e-05,0.0008,8.6125e-08,2.222222222222223e-07,2.373062084841311e-07,-0.021,0.8,39.0,2015.0,199.668,-54.943,NED (fiducial),1.769,,1.769,,,20.6,R,G ,"PKS 0310-15
",J0312-1449,"5,8",107,4,,33.0,0.0,4.0
1322,J0312-3223,0310-325,-32:23:16.6670522,03:12:34.21334737,-32.387963070055555,48.14255561404166,2129.0,0.00135149,0.0453276,5.631208333333332e-06,1.2591e-05,1.3459026731454004e-05,0.4644,46.1027,3.0,2015.0,231.347,-59.063,NED (fiducial),0.0671,,0.0671,,,19.0,R,G ,"NVSS J031234-322315; 1RXS J031233.3-322306
",J0312-3223,8,-127,5,,9.2,7.447183098591549,8.969979715916175
1333,J0314-1137,0311-118,-11:37:04.2075100,03:14:07.57759800,-11.617835419444445,48.531573325,2145.0,3e-05,0.00112,1.25e-07,3.111111111111111e-07,3.343373308897021e-07,-0.369,1.1335,39.0,2015.0,195.112,-53.131,LITERATURE,,a,,,,20.2,R,V ,"NVSS J031407-113704; GALEXASC J031407.58-113705.2;; z from milliquas (http://quasars.org/milliquas.htm)
",J0314-1137,"5,8",129,4,,2.5,4.225352112676056,5.818384696468256
1338,J0315-1031,,-10:31:39.371,03:15:56.8728,-10.527603055555556,48.98697,,,,,,,,,,,,,,,,,,,,,,,J0315-1031,8,-118,5,,3.8,7.447183098591549,8.969979715916175
1339,J0315-1656,0313-171,-16:56:29.7144066,03:15:27.67841142,-16.941587335166666,48.86532671425,2161.0,9.14e-06,0.0002778,3.8083333333333334e-08,7.716666666666666e-08,8.533395252853568e-08,-0.028,0.2778,1.0,2015.0,203.49,-55.244,,,,,,,19.4,R,AQ,"ICRF J031527.6-165629 S/X; PKS 0313-171
",J0315-1656,"2,8",56,3,,3.0,0.0,3.0
1344,J0316-1043,0313-109,-10:43:05.7168100,03:16:13.92114000,-10.718254669444445,49.05800475,2168.0,3.133e-05,0.00118,1.3054166666666666e-07,3.277777777777778e-07,3.519800738519241e-07,0.107,1.1812,39.0,2015.0,194.266,-52.23,LITERATURE,,a,,,,21.2,R,V ,"PKS 0313-109; NVSS J031613-104305;; z from milliquas (http://quasars.org/milliquas.htm)
",J0316-1043,"5,8",38,4,,2.3,0.0,4.0
1345,J0316-2714,0314-274,-27:14:34.5111800,03:16:53.27573600,-27.242919772222223,49.22198223333332,2176.0,3.667e-05,0.00105,1.5279166666666664e-07,2.9166666666666664e-07,3.217495609696817e-07,-0.11,1.0518,39.0,2015.0,221.662,-57.771,NED (fiducial),0.497,,0.497,,,17.8,R,G ,"AT20G J031653-271434; GALEXASC J031653.23-271434.6
",J0316-2714,"5,8",32,4,,4.1,21.285211267605632,21.65779810383793
1346,J0316-3751,0315-380,-37:51:22.2565700,03:16:56.72173700,-37.85618238055556,49.23634057083333,2179.0,0.000108,0.00354,4.5e-07,9.833333333333334e-07,1.04555340398309e-06,-0.084,3.5419,39.0,2015.0,241.625,-57.735,,,,,,,20.4,R,V ,"PMN J0316-3751; GALEXASC J031656.62-375121.5
",J0316-3751,8,-179,5,,48.9,7.447183098591549,8.969979715916175
1351,J0317-2803,0315-282,-28:03:18.6123043,03:17:33.69930136,-28.055170084527777,49.39041375566666,2187.0,1.382e-05,0.0004854,5.758333333333332e-08,1.3483333333333334e-07,1.440916250392826e-07,-0.261,0.4881,1.0,2015.0,223.208,-57.732,NED (fiducial),1.1666,,1.166,,,20.8,R,AQ,"ICRF J031733.6-280318 S/X; PKS 0315-282
",J0317-2803,"5,8",-139,5,,2.7,7.447183098591549,8.969979715916175
1365,J0319-1613,0316-164,-16:13:47.0476462,03:19:05.52799869,-16.229735457277776,49.77303332787499,2199.0,9.74e-06,0.0003148,4.0583333333333336e-08,8.744444444444444e-08,9.573339508019033e-08,-0.0892,0.3151,1.0,2015.0,202.968,-54.161,NED (fiducial),1.618,,1.618,,,19.3,R,AQ,"ICRF J031905.5-161347 S/X; CGRaBS J0319-1613; GALEXASC J031905.49-161346.2
",J0319-1613,"2,5,8",-140,3,,10.1,7.447183098591549,8.028731911326197
1370,J0320-1702,0318-172,-17:02:39.1312588,03:20:19.10720451,-17.044203127444447,50.079613352124994,2208.0,9.94e-06,0.0003584,4.1416666666666664e-08,9.955555555555556e-08,1.0714139576608893e-07,-0.543,0.3676,1.0,2015.0,204.445,-54.217,,,,,,,    , ,I ,"ICRF J032019.1-170239 S/X; PKS 0317-17
",J0320-1702,8,-158,5,,19.2,7.447183098591549,8.969979715916175
1371,J0320-3837,0318-388,-38:37:28.4965492,03:20:46.40435596,-38.62458237477778,50.19335148316666,2214.0,1.184e-05,0.0003934,4.933333333333333e-08,1.092777777777778e-07,1.1587537772807281e-07,-0.0982,0.3937,1.0,2015.0,242.818,-56.875,NED (fiducial),1.1964,,1.1964,,,20.7,B,AQ,"ICRF J032046.4-383728 S/X; PKS 0318-388
",J0320-3837,"2,5,8",100,3,,2.3,0.0,3.0
1377,J0321-2940,0319-298,-29:40:46.2920200,03:21:28.83105700,-29.67952556111112,50.37012940416666,2223.0,0.00016867,0.00555,7.027916666666665e-07,1.5416666666666668e-06,1.6581791051607897e-06,0.698,5.7746,39.0,2015.0,226.372,-57.049,NED (fiducial),0.583,,0.583,,,19.3,r,G ,"AT20G J032128-294046; PKS 0319-29
",J0321-2940,8,-129,5,,4.1,7.447183098591549,8.969979715916175
1378,J0321-3122,0319-315,-31:22:56.3347721,03:21:28.74038576,-31.38231521447222,50.36975160733333,2222.0,2.195e-05,0.0007245,9.145833333333333e-08,2.0125e-07,2.158654640642827e-07,0.312,0.7306,1.0,2015.0,229.501,-57.156,NED (fiducial),1.7845,,1.7845,,,18.6,R,AQ,"ICRF J032128.7-312256 S/X; AT20G J032128-312255
",J0321-3122,"2,8",59,3,,4.3,0.0,3.0
1393,J0324-2043,,-20:43:24.243,03:24:51.3489,-20.723400833333333,51.21395375,,,,,,,,,,,,,,,,,,,,,,,J0324-2043,8,68,5,,1.0,0.0,5.0
1394,J0324-2254,0322-230,-22:54:17.9257582,03:24:17.55324005,-22.904979377277776,51.07313850020833,2256.0,1.295e-05,0.0004661,5.395833333333332e-08,1.294722222222222e-07,1.3868498290991626e-07,0.2161,0.468,1.0,2015.0,214.577,-55.246,LITERATURE,,,,,,18.2,R,V ,"ICRF J032417.5-225417 S/X; CGRaBS J0324-2254;; z from milliquas (http://quasars.org/milliquas.htm)
",J0324-2254,"2,8",15,3,,2.3,21.285211267605632,21.495586028452585
1395,J0324-2918,0322-294,-29:18:21.2176357,03:24:44.29537286,-29.305893787694444,51.18456405358333,2258.0,8.43e-06,0.0002615,3.5125e-08,7.263888888888889e-08,7.883263629642723e-08,-0.0324,0.2615,1.0,2015.0,225.815,-56.308,NED (fiducial),4.63,,4.6,,,19.4,R,AQ,"ICRF J032444.2-291821 S/X; CGRaBS J0324-2918; NVSS J032444-291821
",J0324-2918,"2,8",50,3,,2.5,0.0,3.0
1400,J0325-2415,0323-244,-24:15:48.0529240,03:25:13.34464159,-24.263348034444444,51.30560267329166,2264.0,8.41e-06,0.0002667,3.5041666666666674e-08,7.408333333333333e-08,8.067779657926564e-08,0.0561,0.2668,1.0,2015.0,216.983,-55.37,NED (fiducial),1.161,,1.161,,,18.9,R,AQ,"ICRF J032513.3-241548 S/X; PKS 0323-244
",J0325-2415,"2,8",-74,3,,3.9,4.014084507042253,5.011274731011726
1409,J0326-1156,0323-121,-11:56:22.5950400,03:26:10.77857300,-11.939609733333334,51.544910720833336,2278.0,4.333e-05,0.00133,1.8054166666666666e-07,3.694444444444445e-07,4.094989938825501e-07,0.652,1.4014,39.0,2015.0,197.909,-50.716,LITERATURE,,a,,,,20.1,R,V ,"AT20G J032610-115622;; z from milliquas (http://quasars.org/milliquas.htm)
",J0326-1156,"5,8",-62,4,,3.4,4.014084507042253,5.666822251463041
1410,J0326-2909,,-29:09:37.654,03:26:27.2378,-29.16045944444444,51.61349083333333,,,,,,,,,,,,,,,,,,,,,,,J0326-2909,5,37,5,,45.8,0.0,5.0
1411,J0326-3243,0324-328,-32:43:25.0382300,03:26:15.04559954,-32.72362173055556,51.562689998083336,2280.0,3.186e-05,0.0010222,1.3275e-07,2.8394444444444445e-07,3.051181553618527e-07,-0.6349,1.0565,1.0,2015.0,231.992,-56.182,NED (fiducial),0.699,,0.699,,,17.7,R,AQ,"ICRF J032615.0-324325 S/X; CGRaBS J0326-3243
",J0326-3243,"2,8",95,3,,7.6,0.0,3.0
1412,J0326-3746,0324-379,-37:46:09.1799298,03:26:03.00048534,-37.769216647166665,51.51250202225,2277.0,2.024e-05,0.0006811,8.433333333333332e-08,1.8919444444444445e-07,2.005957352239337e-07,-0.2285,0.6836,1.0,2015.0,241.03,-55.965,NED (fiducial),0.8749,,0.8749,,,21.3,g,G ,"ICRF J032603.0-374609 S/X; AT20G J032603-374608; GALEXASC J032603.03-374608.8
",J0326-3746,8,-60,5,,19.6,4.014084507042253,6.411932191600021
1415,J0327-1803,0325-182,-18:03:42.0275841,03:27:43.34162662,-18.061674328916663,51.93059011091666,2296.0,1.249e-05,0.0005146,5.204166666666666e-08,1.4294444444444444e-07,1.51265032871344e-07,-0.6865,0.5298,1.0,2015.0,207.154,-52.966,NED (fiducial),0.7303,,0.7303,,,18.0,R,AQ,"ICRF J032743.3-180342 S/X; GALEX 2692846943057480291
",J0327-1803,"2,8",-116,3,,1.6,7.447183098591549,8.028731911326197
1416,J0327-2202,0325-222,-22:02:06.3954897,03:27:59.92398176,-22.035109858250003,51.99968325733333,2299.0,8.61e-06,0.0002658,3.5875e-08,7.383333333333335e-08,8.097667261397613e-08,-0.0099,0.2658,1.0,2015.0,213.526,-54.187,NED (fiducial),2.22,,2.22,,,19.2,R,AQ,"ICRF J032759.9-220206 S/X; PKS 0325-222
",J0327-2202,"2,5,8",101,3,,2.5,0.0,3.0
1417,J0327-2846,0325-289,-28:46:21.3223600,03:27:34.01146000,-28.772589544444443,51.891714416666666,2295.0,0.00013933,0.00454,5.805416666666666e-07,1.261111111111111e-06,1.3599066609803618e-06,-0.717,4.7404,39.0,2015.0,224.989,-55.635,,,,,,,    , ,G ,"SWIRE J032733.99-284621.2
",J0327-2846,8,-22,5,,11.5,21.285211267605632,21.86458823546892
1429,J0329-2357,0327-241,-23:57:08.7734327,03:29:54.07555386,-23.95243706463889,52.47531480774999,2316.0,5.06e-06,0.0001572,2.108333333333333e-08,4.3666666666666674e-08,4.772862730947105e-08,-0.0557,0.1573,1.0,2015.0,216.888,-54.259,NED (fiducial),0.895,,0.895,,,19.3,R,AQ,"ICRF J032954.0-235708 S/X; PKS 0327-241
",J0329-2357,"2,5,8",114,3,,2.2,4.225352112676056,5.182045973946585
1430,J0329-4232,0327-427,-42:32:43.3494600,03:29:42.92041000,-42.54537485,52.42883504166666,2312.0,0.00040467,0.02956,1.6861249999999997e-06,8.21111111111111e-06,8.304547188186154e-06,0.334,29.5985,39.0,2015.0,249.079,-54.466,,,a,,,,19.0,R,V ,"SUMSS J032942-423243
",J0329-4232,8,71,5,,30.8,0.0,5.0
1436,J0330-4014,0329-404,-40:14:16.5977583,03:30:51.10395140,-40.23794382175,52.71293313083333,2330.0,1.4e-05,0.0004743,5.8333333333333326e-08,1.3175e-07,1.390718077814076e-07,-0.1902,0.4754,1.0,2015.0,245.1,-54.697,,,,,,,22.4,g,V ,"ICRF J033051.1-401416 S/X; PKS 0329-404
",J0330-4014,"2,8",-134,3,,8.2,7.447183098591549,8.028731911326197
1441,J0331-1051,0329-110,-10:51:55.5068181,03:31:50.75672629,-10.865418560583333,52.96148635954166,2344.0,1.727e-05,0.0005903,7.195833333333333e-08,1.639722222222222e-07,1.7855223325481517e-07,-0.4163,0.6013,1.0,2015.0,197.489,-48.982,LITERATURE,,a,,,,19.7,R,V ,"ICRF J033150.7-105155 S/X; PKS 0329-11;; z from milliquas (http://quasars.org/milliquas.htm)
",J0331-1051,"2,8",-23,3,,7.5,21.285211267605632,21.495586028452585
1442,J0331-1835,0329-187,-18:35:06.8236800,03:31:33.73277300,-18.5852288,52.890553220833326,2336.0,2.333e-05,0.00082,9.720833333333332e-08,2.277777777777778e-07,2.457077680741518e-07,0.021,0.82,39.0,2015.0,208.497,-52.303,LITERATURE,,a,,,,19.1,R,V ,"PKS 0329-18; GALEXASC J033133.72-183506.0;; z from milliquas (http://quasars.org/milliquas.htm)
",J0331-1835,8,-117,5,,0.6,7.447183098591549,8.969979715916175
1443,J0331-2524,0329-255,-25:24:43.2660134,03:31:08.92063311,-25.41201833705556,52.787169304625,2332.0,8.64e-06,0.0003052,3.6e-08,8.477777777777779e-08,9.079986723353504e-08,-0.4407,0.3101,1.0,2015.0,219.434,-54.305,NED (fiducial),2.685,,2.685,,,18.2,R,AQ,"ICRF J033108.9-252443 S/X; PKS 0329-255
",J0331-2524,"2,8",179,3,,3.7,4.225352112676056,5.182045973946585
1448,J0332-1119,,-11:19:50.614,03:32:23.2680,-11.330726111111112,53.09694999999999,,,,,,,,,,,,,,,,,,,,,,,J0332-1119,8,-16,5,,7.0,21.285211267605632,21.86458823546892
1461,J0334-3725,0332-375,-37:25:43.0640417,03:34:15.42490552,-37.42862890047222,53.56427043966666,2372.0,1.067e-05,0.0003379,4.4458333333333336e-08,9.386111111111112e-08,1.0028130848020917e-07,-0.521,0.345,1.0,2015.0,240.154,-54.381,,,,,,,18.1,R,AL,"ICRF J033415.4-372543 S/X; PMN J0334-3725
",J0334-3725,"2,8",151,3,,4.5,4.225352112676056,5.182045973946585
1462,J0334-4008,0332-403,-40:08:25.3979928,03:34:13.65448823,-40.14038833133333,53.55689370095832,2371.0,2.69e-06,3.14e-05,1.1208333333333333e-08,8.722222222222222e-09,1.2226801978394596e-08,-0.0178,0.0315,1.0,2015.0,244.764,-54.075,NED (fiducial),1.445,,1.357,,,17.5,R,AL,"ICRF J033413.6-400825 S/X DEF; CGRaBS J0334-4008;; 1998AJ....115.1357S questions z=1.445, see NED notes; 2013ApJ...764..135S give z=1.357
",J0334-4008,"2,5,8",-42,21,,4.6,4.014084507042253,21.380198184995308
1468,J0335-1142,0332-118,-11:42:10.4103700,03:35:08.20056400,-11.702891769444443,53.78416901666666,2380.0,0.0004,0.00905,1.6666666666666669e-06,2.513888888888889e-06,2.997186973062305e-06,0.486,9.6576,39.0,2015.0,199.192,-48.674,,,,,,,19.0,G,V ,"AT20G J033508-114211; GALEXASC J033508.18-114209.7
",J0335-1142,5,105,5,,1.6,0.0,5.0
1472,J0336-1302,0334-131,-13:02:04.6600312,03:36:35.03581609,-13.034627786444444,54.14598256704166,2394.0,5.07e-06,0.0001569,2.1125e-08,4.3583333333333336e-08,4.8198255375128126e-08,0.0162,0.1569,1.0,2015.0,201.236,-48.97,NED (fiducial),1.303,,1.303,,,19.3,R,AQ,"ICRF J033635.0-130204 S/X DEF; PKS 0334-131
",J0336-1302,"2,8",49,7,,2.1,0.0,7.0
1473,J0336-1356,0334-141,-13:56:18.6374000,03:36:42.73833300,-13.93851038888889,54.17807638749999,2395.0,4.4e-05,0.00162,1.833333333333333e-07,4.5e-07,4.839017262251118e-07,0.387,1.6416,39.0,2015.0,202.498,-49.339,,,,,,,    , ,I ,"PKS 0334-140
",J0336-1356,5,0,5,,8.9,21.285211267605632,21.86458823546892
