Index,J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
262,J0036-0318,0034-035,-03:18:16.3598200,00:36:35.52239300,-3.304544394444444,9.148009970833332,410.0,3.867e-05,0.00125,1.6112499999999998e-07,3.472222222222223e-07,3.826725423953589e-07,-0.202,1.2569,39.0,2015.0,113.821,-65.913,NED (fiducial),1.8,,,,1.829,19.3,R,V ,"AT20G J003635-031816
",J0036-0318,8,-97,5,,3.0,4.014084507042253,6.411932191600021
263,J0036-0932,,-09:32:29.162,00:36:06.8562,-9.54143388888889,9.028567499999998,,,,,,,,,,,,,,,,,,,,,,,J0036-0932,8,172,5,,3.5,4.225352112676056,6.546266147667387
269,J0037+1958,0034+197,+19:58:41.8554100,00:37:18.87213400,19.97829316944444,9.328633891666666,421.0,4.533e-05,0.00177,1.888750000000001e-07,4.916666666666667e-07,5.227289186278178e-07,-0.227,1.7768,39.0,2015.0,118.41,-42.769,NED (fiducial),0.1773,,0.1773,,0.1773,16.2,R,G ,"LEDA 1612124; NVSS J003718+195841
",J0037+1958,8,-25,5,,1.0,21.285211267605632,21.86458823546892
270,J0037+2407,0035+238,+24:07:11.8688278,00:37:58.29975948,24.11996356327778,9.492915664499998,433.0,2.731e-05,0.0006983,1.1379166666666669e-07,1.9397222222222221e-07,2.2002600442626925e-07,-0.6215,0.7427,1.0,2015.0,118.997,-38.649,NED (fiducial),2.2627,,2.264,,2.265,18.1,R,AQ,"ICRF J003758.2+240711 S/X; 87GB 003519.6+235038
",J0037+2407,"2,8",-51,3,,8.2,4.014084507042253,5.011274731011726
271,J0037+2613,0034+259,+26:13:12.2370500,00:37:19.15842100,26.22006584722222,9.329826754166666,422.0,3.733e-05,0.00107,1.5554166666666666e-07,2.9722222222222224e-07,3.283468055814868e-07,-0.151,1.0734,39.0,2015.0,118.99,-36.544,NED (fiducial),0.1477,,0.1477,,0.1477,16.5,r,AL,"87GB 003440.2+255652
",J0037+2613,"5,8",17,4,,1.4,21.285211267605632,21.65779810383793
276,J0037-0109,0034-014,-01:09:08.4204326,00:37:04.11088661,-1.1523390090555554,9.267128694208331,415.0,2.047e-05,0.000704,8.529166666666665e-08,1.955555555555556e-07,2.133394045339327e-07,-0.4897,0.7224,3.0,2015.0,114.776,-63.796,NED (fiducial),0.0737,,0.0735,,0.0737,14.9,R,G ,"3C 015
",J0037-0109,8,-34,5,,0.6,21.285211267605632,21.86458823546892
279,J0038+0013,,+00:13:36.506,00:38:08.5092,0.2268072222222222,9.535455,,,,,,,,,,,,,,,,,,,,,,,J0038+0013,8,102,5,,3.9,0.0,5.0
281,J0038+1856,0035+186,+18:56:17.6316915,00:38:28.89175439,18.938231025416663,9.620382309958332,443.0,1.065e-05,0.0002985,4.437499999999999e-08,8.291666666666667e-08,9.293492930885297e-08,-0.2434,0.3015,3.0,2015.0,118.684,-43.827,NED (fiducial),1.193,,1.1965,,1.1967,19.6,R,AQ,"CGRaBS J0038+1856
",J0038+1856,"5,8",-162,4,,1.1,7.447183098591549,8.453433391465719
285,J0038-0117,,-01:17:22.455,00:38:49.2702,-1.289570833333333,9.7052925,,,,,,,,,,,,,,,,,,,,,,,J0038-0117,8,-174,5,,2.1,7.447183098591549,8.969979715916175
287,J0038-0207,0035-024,-02:07:40.5469964,00:38:20.52934376,-2.1279297212222223,9.585538932333332,439.0,6.4e-06,0.0002019,2.6666666666666664e-08,5.6083333333333336e-08,6.209243899524592e-08,-0.2227,0.2033,1.0,2015.0,115.228,-64.804,NED (fiducial),0.2197,,0.2204,,0.2204,17.4,R,A1,"ICRF J003820.5-020740 S/X; 3C 017
",J0038-0207,"2,8",101,3,,4.9,0.0,3.0
288,J0038-0329,0035-037,-03:29:58.9622740,00:38:20.79435109,-3.499711742777778,9.586643129541663,440.0,8.02e-06,0.00027,3.3416666666666665e-08,7.5e-08,8.208235217065015e-08,-0.2397,0.2719,1.0,2015.0,114.825,-66.165,NED (fiducial),1.8617,,1.858,,1.8617,18.5,R,AQ,"ICRF J003820.7-032958 S/X; CGRaBS J0038-0329
",J0038-0329,"2,8",113,3,,1.3,4.225352112676056,5.182045973946585
293,J0039+1605,0036+158,+16:05:22.8786900,00:39:22.66670300,16.089688525,9.844444595833332,450.0,2.933e-05,0.0012,1.2220833333333332e-07,3.333333333333333e-07,3.534103516588117e-07,-0.234,1.2046,39.0,2015.0,118.707,-46.683,NED (fiducial),0.7099,,0.7099,,0.7099,19.3,R,AQ,"NVSS J003922+160522; WISE J003922.66+160522.9
",J0039+1605,"5,8",-179,4,,4.0,7.447183098591549,8.453433391465719
297,J0039-0257,0036-032,-02:57:07.0039200,00:39:13.40243400,-2.9519455333333333,9.805843474999998,448.0,2.2e-05,0.00073,9.166666666666665e-08,2.027777777777778e-07,2.2248442658781459e-07,-0.388,0.7433,39.0,2015.0,115.519,-65.648,NED (fiducial),0.3901,,,,0.3901,17.9,R,V ,"PMN J0039-0257; GALEXASC J003913.37-025706.6
",J0039-0257,8,146,5,,1.2,4.225352112676056,6.546266147667387
299,J0039-1111,0036-114,-11:11:02.4803000,00:39:31.58821600,-11.184022305555557,9.881617566666666,451.0,3.533e-05,0.00111,1.4720833333333337e-07,3.083333333333334e-07,3.4047684843735936e-07,0.016,1.11,39.0,2015.0,112.399,-73.812,NED (fiducial),0.5528,,0.5523,,0.5528,18.8,R,AL,"FBQS J0039-1111
",J0039-1111,5,170,5,,5.9,4.225352112676056,6.546266147667387
303,J0040+0125,0037+011,+01:25:46.3493610,00:40:13.52545040,1.429541489166667,10.05635604333333,458.0,7.5e-06,0.0002267,3.125e-08,6.297222222222223e-08,7.029548687586961e-08,0.0135,0.2267,1.0,2015.0,117.086,-61.315,NED (fiducial),0.2263,,0.2263,,0.2263,17.3,R,AQ,"ICRF J004013.5+012546 S/X; 87GB 003739.6+010930; 2MASX J00401351+0125465
",J0040+0125,"2,8",-149,3,,4.3,7.447183098591549,8.028731911326197
304,J0040+0942,0037+094,+09:42:41.7839240,00:40:18.30430092,9.711606645555555,10.0762679205,460.0,9.314e-05,0.003571,3.880833333333333e-07,9.919444444444444e-07,1.0631447382698686e-06,-0.6743,3.6993,1.0,2015.0,118.364,-53.061,,2.028,,2.028,,2.0281,19.9,R,AQ,"ICRF J004018.3+094241 S/X; PMN J0040+0942
",J0040+0942,2,58,4,,8.8,0.0,4.0
306,J0040-0146,0038-020,-01:46:32.0263360,00:40:57.61157663,-1.775562871111111,10.240048235958332,465.0,5.52e-06,0.0001578,2.3e-08,4.3833333333333335e-08,4.949599227936522e-08,0.0236,0.1578,1.0,2015.0,116.836,-64.523,NED (fiducial),1.1788,,1.1784,,1.1789,18.4,R,AQ,"ICRF J004057.6-014632 S/X; PKS 0038-020
",J0040-0146,"2,8,15",-42,2,,3.2,4.014084507042253,4.484737944370512
307,J0040-0231,0037-027,-02:31:18.5461700,00:40:18.88023700,-2.521818380555556,10.078667654166663,461.0,3.467e-05,0.001,1.444583333333333e-07,2.7777777777777776e-07,3.130308345267396e-07,-0.156,1.0044,39.0,2015.0,116.284,-65.25,NED (fiducial),2.959,,2.9589,,2.9587,19.2,R,AQ,"PMN J0040-0231
",J0040-0231,"5,8",-104,4,,2.4,4.014084507042253,5.666822251463041
312,J0041+2458,0039+247,+24:58:41.6283500,00:41:55.48476900,24.97823009722222,10.481186537499998,475.0,2.4e-05,0.00084,1e-07,2.3333333333333333e-07,2.503223765469953e-07,-0.246,0.8445,39.0,2015.0,120.202,-37.843,NED (fiducial),1.8,,1.8673,,1.8675,18.8,R,AQ,"NVSS J004155+245841; GALEXASC J004155.51+245841.4
",J0041+2458,"5,8",-60,4,,1.0,4.014084507042253,5.666822251463041
313,J0041+3211,0038+319,+32:11:07.5666898,00:41:15.93400421,32.185435191611106,10.316391684208332,466.0,1.048e-05,0.000198,4.366666666666666e-08,5.5e-08,6.626289848079639e-08,0.0403,0.1981,1.0,2015.0,120.43,-30.637,,0.632,,,,0.6319,20.1,R,AQ,"ICRF J004115.9+321107 S/X; 87GB 003834.9+315501
",J0041+3211,"2,8",-128,3,,4.0,7.447183098591549,8.028731911326197
318,J0042+1509,0039+148,+15:09:15.3777400,00:42:13.59657400,15.154271594444443,10.556652391666663,481.0,1.867e-05,0.00072,7.779166666666667e-08,2.0000000000000002e-07,2.136304797360468e-07,-0.147,0.7213,39.0,2015.0,119.631,-47.658,NED (fiducial),1.1582,,1.1582,,1.1582,19.8,R,AQ,"1RXS J004214.4+150854; NVSS J004213+150915
",J0042+1509,"5,8",18,4,,2.3,21.285211267605632,21.65779810383793
319,J0042+2320,0039+230,+23:20:01.0619642,00:42:04.54516583,23.333628323388886,10.51893819095833,477.0,3.41e-06,6.83e-05,1.4208333333333332e-08,1.8972222222222224e-08,2.3025006821013162e-08,-0.094,0.0686,1.0,2015.0,120.147,-39.487,NED (fiducial),1.4248,,1.426,,1.4249,19.4,R,AQ,"ICRF J004204.5+232001 S/X; PKS 0039+230
",J0042+2320,"2,5,15",-167,3,,2.5,7.447183098591549,8.028731911326197
327,J0043+1731,0040+172,+17:31:58.1300800,00:43:17.63158400,17.53281391111111,10.823464933333332,492.0,3.133e-05,0.00088,1.3054166666666666e-07,2.4444444444444445e-07,2.743131134560787e-07,0.016,0.88,39.0,2015.0,120.172,-45.295,,1.841,,1.84,,1.842,18.6,R,AQ,"4C +17.06
",J0043+1731,"5,8",-106,4,,4.1,4.014084507042253,5.666822251463041
329,J0043+3426,,+34:26:26.093,00:43:48.8431,34.44058138888889,10.953512916666666,,,,,,,,,,,,,,,,,,,,,,,J0043+3426,"5,8,15",-7,4,,0.7,21.285211267605632,21.65779810383793
332,J0043-0251,0041-031,-02:51:01.4799200,00:43:45.88946600,-2.850411088888889,10.941206108333333,498.0,2.667e-05,0.00088,1.1112499999999998e-07,2.4444444444444445e-07,2.684610110248456e-07,-0.484,0.9046,39.0,2015.0,118.28,-65.653,NED (fiducial),1.8182,,1.8182,,1.8181,20.1,R,AQ,"AT20G J004345-025102
",J0043-0251,"5,8",134,4,,3.5,4.225352112676056,5.818384696468256
333,J0043-0443,,-04:43:00.634,00:43:34.1227,-4.716842777777778,10.892177916666666,,,,,,,,,,,,,,,,,,,,,,,J0043-0443,8,46,5,,62.6,0.0,5.0
335,J0044+1855,0042+186,+18:55:05.0343634,00:44:42.22786240,18.91806510094445,11.175949426666664,507.0,9.76e-06,0.0003067,4.066666666666666e-08,8.519444444444443e-08,9.347744613607197e-08,-0.0445,0.3068,1.0,2015.0,120.721,-43.925,NED (fiducial),2.6834,,2.6856,,2.6834,21.2,R,AQ,"ICRF J004442.2+185505 S/X; 87GB 004205.0+183913
",J0044+1855,"2,5,8",19,3,,2.6,21.285211267605632,21.495586028452585
338,J0045+1217,,+12:17:11.805,00:45:43.3405,12.2866125,11.430585416666664,,,,,,,,,,,,,,,,,,,,,,,J0045+1217,8,37,5,,1.6,0.0,5.0
339,J0045+2127,0042+211,+21:27:39.9955700,00:45:19.29829800,21.461109880555554,11.330409575,515.0,0.00012667,0.00251,5.277916666666667e-07,6.972222222222223e-07,8.528740400527837e-07,-0.45,2.6952,28.0,2010.76,121.035,-41.388,NED (fiducial),1.3828,,2.07,,1.3828,17.3,R,AL,"GALEX 2677189876003114970
",J0045+2127,8,-83,5,,0.9,4.014084507042253,6.411932191600021
345,J0046+2028,,+20:28:04.748,00:46:29.3278,20.46798555555556,11.622199166666666,,,,,,,,,,,,,,,,,,,,,,,J0046+2028,8,176,5,,6.6,4.225352112676056,6.546266147667387
346,J0046+2456,0043+246,+24:56:32.5243804,00:46:07.82574366,24.942367883444444,11.53260726525,522.0,4.97e-06,0.0001179,2.0708333333333332e-08,3.275e-08,3.775096191279433e-08,-0.0758,0.1181,1.0,2015.0,121.407,-37.914,NED (fiducial),0.7467,,0.7463,,0.7465,17.4,R,AQ,"ICRF J004607.8+245632 S/X; 87GB 004328.0+243954
",J0046+2456,"2,8",-108,3,,1.6,0.0,3.0
354,J0047+2435,0045+243,+24:35:15.9935692,00:47:43.87136258,24.58777599144444,11.932797344083331,540.0,6.99e-06,0.0001868,2.9125e-08,5.1888888888888895e-08,5.825687679957542e-08,-0.2547,0.1889,1.0,2015.0,121.859,-38.276,NED (fiducial),0.62,,0.62,,0.62,19.5,R,AQ,"ICRF J004743.8+243515 S/X; 87GB 004502.8+241830
",J0047+2435,"2,8",-27,3,,4.7,21.285211267605632,21.495586028452585
356,J0048+0014,0045-000,+00:14:57.1383631,00:48:19.12188713,0.2492051008611111,12.079674529708331,548.0,9.23e-06,0.0002515,3.8458333333333335e-08,6.986111111111112e-08,7.974703924608962e-08,-0.2984,0.2561,3.0,2015.0,121.237,-62.612,NED (fiducial),1.5415,,1.5412,,1.5412,19.4,R,AQ,"PKS J0048+0015
",J0048+0014,8,-69,5,,1.8,4.014084507042253,6.411932191600021
358,J0048+0810,0045+079,+08:10:51.1437789,00:48:23.57766725,8.180873271916665,12.098240280208332,550.0,2.503e-05,0.0007056,1.0429166666666665e-07,1.96e-07,2.215231586874346e-07,-0.2565,0.7142,3.0,2015.0,121.628,-54.683,,0.6784,,,,0.6784,22.1,r,V ,"PMN J0048+0810
",J0048+0810,5,24,5,,5.1,21.285211267605632,21.86458823546892
359,J0048+1838,0046+183,+18:38:24.1309700,00:48:46.72015300,18.64003638055556,12.194667304166666,555.0,3.933e-05,0.00158,1.63875e-07,4.388888888888889e-07,4.655480859384247e-07,-0.529,1.61,39.0,2015.0,122.053,-44.227,,0.9489,,0.9489,,0.9489,18.1,R,AQ,"NVSS J004846+183822; WISE J004846.71+183823.9; GALEXASC J004846.69+183824.7
",J0048+1838,8,163,5,,4.8,4.225352112676056,6.546266147667387
360,J0048+2235,0045+223,+22:35:24.1200000,00:48:02.61660000,22.59003333333333,12.0109025,546.0,,,,,,,,8.0,2000.0,121.905,-40.275,NED (fiducial),1.161,,1.1628,,1.163,18.5,R,AQ,"NVSS J004802+223525
",J0048+2235,"2,8",-47,3,,2.4,4.014084507042253,5.011274731011726
362,J0049+0237,0047+023,+02:37:03.7785936,00:49:43.23593957,2.617716276,12.430149748208333,564.0,3.59e-06,9.19e-05,1.495833333333333e-08,2.5527777777777777e-08,2.9579595097368506e-08,-0.1408,0.0924,1.0,2015.0,122.068,-60.251,NED (fiducial),1.474,,1.474,,,19.1,R,AL,"ICRF J004943.2+023703 S/X DEF; PKS 0047+023;; 2017ApJ...844..120P give z>0.55
",J0049+0237,"2,8",69,5,,3.3,0.0,5.0
363,J0049+2253,0046+226,+22:53:15.4692100,00:49:01.37112600,22.887630336111112,12.255713024999997,559.0,4.267e-05,0.00116,1.777916666666667e-07,3.222222222222222e-07,3.614631955402382e-07,0.358,1.1843,39.0,2015.0,122.206,-39.981,NED (fiducial),0.2642,,0.2641,,0.2641,17.4,r,AL,"PKS J0049+2253; NVSS J004900+225319; GALEXASC J004901.33+225315.7; 2MASX J00490135+2253157;; may be a multi-component source
",J0049+2253,5,-4,5,,2.3,21.285211267605632,21.86458823546892
367,J0050-0929,0048-097,-09:29:05.2103418,00:50:41.31738216,-9.4847806505,12.672155759,573.0,2.07e-06,3.13e-05,8.625e-09,8.694444444444445e-09,1.2164043896872076e-08,-0.0503,0.0318,1.0,2015.0,122.322,-72.356,NED (fiducial),0.635,b,0.635,,,15.7,R,AL,"ICRF J005041.3-092905 S/X DEF; PKS 0048-097
",J0050-0929,"1.4,2,5,8,15,24,43",-7,4,,0.9,21.285211267605632,21.65779810383793
372,J0052+0035,0049+003,+00:35:38.1487882,00:52:05.56900506,0.5939302189444445,13.02320418775,586.0,1.414e-05,0.0003333,5.8916666666666695e-08,9.258333333333337e-08,1.097382077561041e-07,-0.3832,0.3475,1.0,2015.0,123.284,-62.277,NED (fiducial),0.3996,,0.3996,,0.4,15.6,R,AQ,"ICRF J005205.5+003538 S/X; LBQS 0049+0019A
",J0052+0035,"2,8",92,3,,17.1,0.0,3.0
382,J0053+2925,0051+291,+29:25:07.0998775,00:53:44.32349666,29.41863885486111,13.434681236083332,602.0,7.47e-06,0.0001586,3.1125e-08,4.405555555555557e-08,5.1729377994165764e-08,-0.183,0.1602,1.0,2015.0,123.532,-33.45,NED (fiducial),1.832,,1.8379,,1.838,16.9,R,AQ,"ICRF J005344.3+292507 S/X; 4C +29.01
",J0053+2925,"2,8",60,3,,2.2,0.0,3.0
384,J0054+3006,0052+298,+30:06:58.3424600,00:54:45.88585600,30.11620623888889,13.691191066666669,613.0,9.667e-05,0.00149,4.027916666666666e-07,4.138888888888889e-07,5.410171485054565e-07,-0.26,1.5749,39.0,2015.0,123.787,-32.75,NED (fiducial),2.513,,2.514,,2.5136,18.1,R,AQ,"NVSS J005445+300658
",J0054+3006,5,43,5,,2.5,0.0,5.0
390,J0055+0755,0052+076,+07:55:25.3753661,00:55:06.79528340,7.923715379472222,13.778313680833332,619.0,1.469e-05,0.0004639,6.120833333333333e-08,1.2886111111111112e-07,1.424094406760375e-07,-0.5397,0.4811,3.0,2015.0,124.516,-54.937,,1.6606,,1.6649,,1.6563,19.8,R,AQ,"PMN J0055+0755; GALEXASC J005506.81+075525.2
",J0055+0755,5,157,5,,3.3,4.225352112676056,6.546266147667387
399,J0056-0115,0053-015,-01:15:44.9324800,00:56:25.59066900,-1.2624812444444444,14.1066277875,631.0,0.000138,0.0042,5.749999999999999e-07,1.1666666666666666e-06,1.300605863807231e-06,0.376,4.2891,39.0,2015.0,125.788,-64.107,NED (fiducial),0.0382,,0.0382,,0.0382,13.7,R,G ,"UGC 00583
",J0056-0115,8,-152,5,,6.0,7.447183098591549,8.969979715916175
400,J0056-0936,,-09:36:29.853,00:56:20.0805,-9.6082925,14.083668749999998,,,,,,,,,,,,,,,,,,,,,,,J0056-0936,8,157,5,,3.2,4.225352112676056,6.546266147667387
407,J0057-0024,0054-006,-00:24:33.1774397,00:57:17.00220926,-0.4092159554722222,14.320842538583332,636.0,6.34e-06,0.0002007,2.6416666666666665e-08,5.575e-08,6.169171079796103e-08,-0.1863,0.2017,1.0,2015.0,126.179,-63.244,NED (fiducial),2.7504,,2.7476,,2.7457,19.2,R,AQ,"ICRF J005717.0-002433 S/X; PKS 0054-006
",J0057-0024,"2,8",125,3,,1.9,4.225352112676056,5.182045973946585
408,J0057-0052,,-00:52:30.634,00:57:02.0556,-0.8751761111111112,14.258564999999995,,,,,,,,,,,,,,,,,,,,,,,J0057-0052,8,115,5,,2.4,4.225352112676056,6.546266147667387
410,J0058+0620,0055+060,+06:20:06.0733918,00:58:33.80457456,6.335020386611111,14.640852393999998,654.0,6.33e-06,0.0001642,2.6375e-08,4.561111111111111e-08,5.2607456091615384e-08,0.0056,0.1642,1.0,2015.0,126.14,-56.492,NED (fiducial),0.5929,,0.592,,0.5931,20.2,R,AQ,"ICRF J005833.8+062006 S/X; CGRaBS J0058+0620
",J0058+0620,"2,8",6,3,,2.4,21.285211267605632,21.495586028452585
411,J0058+1937,0055+193,+19:37:02.2947800,00:58:22.08359100,19.617304105555554,14.5920149625,650.0,3.4e-05,0.00092,1.4166666666666665e-07,2.555555555555556e-07,2.882982562836547e-07,0.399,0.9452,39.0,2015.0,125.172,-43.224,,0.92905,,0.9291,,0.929,19.5,R,AQ,"NVSS J005822+193702
",J0058+1937,8,20,5,,1.7,21.285211267605632,21.86458823546892
412,J0058+3211,0055+319,+32:11:19.6845400,00:58:15.60932700,32.18880126111111,14.565038862499998,647.0,3.867e-05,0.0007,1.6112499999999998e-07,1.9444444444444445e-07,2.3749230921588162e-07,-0.58,0.7749,39.0,2015.0,124.61,-30.661,,0.873,,0.873,,0.873,20.1,R,AQ,"NVSS J005815+321120; WISE J005815.60+321119.6
",J0058+3211,8,-87,5,,15.1,4.014084507042253,6.411932191600021
420,J0059+0006,0056-001,+00:06:51.6206741,00:59:05.51492877,0.1143390761388889,14.772978869874995,658.0,6.54e-06,0.0001381,2.725e-08,3.836111111111112e-08,4.705458945211821e-08,-0.2486,0.1419,1.0,2015.0,127.106,-62.695,NED (fiducial),0.7187,,0.7187,,0.7191,16.9,R,A1,"ICRF J005905.5+000651 S/X; LBQS 0056-0009
",J0059+0006,"2,5,8",153,3,,8.7,4.225352112676056,5.182045973946585
425,J0100+0305,0057+028,+03:05:12.3300814,01:00:09.14384076,3.0867583559444447,15.0380993365,670.0,2.307e-05,0.0007064,9.6125e-08,1.9622222222222225e-07,2.184408012817812e-07,-0.2726,0.7144,3.0,2015.0,127.248,-59.712,NED (fiducial),0.8983,,0.8983,,0.8988,18.8,R,AQ,"PKS J0100+0304
",J0100+0305,"5,8",-124,4,,2.3,7.447183098591549,8.453433391465719
426,J0100+0745,,+07:45:51.408,01:00:20.7864,7.76428,15.086609999999997,,,,,,,,,,,,,,,,,,,,,,,J0100+0745,8,113,5,,1.1,4.225352112676056,6.546266147667387
428,J0100+3107,0057+308,+31:07:58.2946200,01:00:18.67800100,31.132859616666668,15.077825004166666,674.0,4.933e-05,0.00208,2.0554166666666666e-07,5.777777777777777e-07,6.039712043795832e-07,-0.046,2.0802,39.0,2015.0,125.164,-31.7,NED (fiducial),1.7,,1.8073,,,18.5,R,AQ,"NVSS J010018+310759
",J0100+3107,5,-72,5,,2.2,4.014084507042253,6.411932191600021
429,J0100+3345,0057+334,+33:45:06.1214893,01:00:38.29072126,33.751700413694444,15.159544671916668,677.0,8.98e-06,0.0002102,3.7416666666666674e-08,5.838888888888889e-08,6.61597095099191e-08,0.0741,0.2104,1.0,2015.0,125.12,-29.081,NED (fiducial),2.1476,,2.148,,2.1471,19.1,R,AQ,"ICRF J010038.2+334506 S/X; CGRaBS J0100+3345
",J0100+3345,"2,8",-15,3,,11.0,21.285211267605632,21.495586028452585
431,J0100-0055,,-00:55:47.807,01:00:58.1885,-0.9299463888888888,15.24245208333333,,,,,,,,,,,,,,,,,,,,,,,J0100-0055,5,-4,5,,24.2,21.285211267605632,21.86458823546892
440,J0102+0011,0059-000,+00:11:56.9524500,01:02:05.89875600,0.1991534583333333,15.524578149999998,690.0,0.00051267,0.01706,2.136125e-06,4.738888888888888e-06,5.198080683061599e-06,-0.138,17.1011,28.0,2010.76,128.722,-62.553,NED (fiducial),0.7258,,0.726,,0.726,16.6,R,AQ,"NVSS J010206+001156
",J0102+0011,"5,8",147,4,,28.4,4.225352112676056,5.818384696468256
441,J0102+0944,0059+094,+09:44:09.5852900,01:02:17.11241600,9.735995913888887,15.571301733333334,695.0,2.2e-05,0.00079,9.166666666666665e-08,2.1944444444444445e-07,2.3731485766312562e-07,-0.176,0.7925,39.0,2015.0,127.38,-53.042,,0.4213,,0.4213,,0.4213,18.3,R,AL,"NVSS J010217+094407
",J0102+0944,8,8,5,,8.2,21.285211267605632,21.86458823546892
444,J0103+1319,0100+130,+13:19:35.0295500,01:03:21.02615700,13.32639709722222,15.837608987499998,708.0,2.933e-05,0.00088,1.2220833333333332e-07,2.4444444444444445e-07,2.7183539632420457e-07,-0.29,0.891,39.0,2015.0,127.391,-49.442,NED (fiducial),2.6703,,2.665,,2.6701,20.4,R,AQ,"87GB 010042.4+130355
",J0103+1319,"5,8",12,4,,3.4,21.285211267605632,21.65779810383793
445,J0103+1526,0100+151,+15:26:24.6655882,01:03:26.00170042,15.440184885611112,15.858340418416663,709.0,1.054e-05,0.0003173,4.3916666666666666e-08,8.813888888888889e-08,9.77774704744526e-08,-0.4216,0.3251,3.0,2015.0,127.199,-47.332,NED (fiducial),0.2461,,0.2461,,0.2461,16.4,R,AL,"87GB 010048.1+150956
",J0103+1526,"5,8",-138,4,,2.7,7.447183098591549,8.453433391465719
451,J0104+2949,0101+295,+29:49:05.7048300,01:04:08.32249500,29.818251341666667,16.0346770625,718.0,3.667e-05,0.00066,1.5279166666666664e-07,1.8333333333333333e-07,2.262390236802148e-07,0.156,0.6683,39.0,2015.0,126.216,-32.973,,1.256,,1.256,,1.256,18.8,R,AQ,"NVSS J010408+294905; 2W 0101+29W3; GALEXASC J010408.33+294905.8
",J0104+2949,"5,8",44,4,,2.3,0.0,4.0
454,J0105+0600,0103+057,+06:00:59.3161883,01:05:59.17005301,6.016476718972222,16.496541887541664,731.0,8.14e-06,0.0002533,3.391666666666666e-08,7.03611111111111e-08,7.802812643782562e-08,-0.3734,0.2583,1.0,2015.0,129.525,-56.669,,1.4114,,1.4092,,1.4114,19.2,R,AQ,"ICRF J010559.1+060059 S/X; PMN J0105+0601; GALEXASC J010559.12+060059.7
",J0105+0600,"5,8",-50,4,,2.4,4.014084507042253,5.666822251463041
456,J0105+1912,0103+189,+19:12:28.0623200,01:05:55.24106700,19.207795088888886,16.4801711125,730.0,3.867e-05,0.00096,1.6112499999999998e-07,2.666666666666667e-07,3.070218015743846e-07,-0.478,1.0052,39.0,2015.0,127.65,-43.531,NED (fiducial),0.8786,,0.8785,,0.8787,18.3,R,AQ,"SDSS J010555.23+191228.0; NVSS J010555+191227
",J0105+1912,5,-117,5,,4.1,7.447183098591549,8.969979715916175
464,J0106+2539,0103+253,+25:39:30.4956806,01:06:10.96897061,25.658471022388888,16.545704044208335,734.0,1.504e-05,0.0003888,6.266666666666666e-08,1.08e-07,1.218802734885903e-07,-0.4709,0.4032,1.0,2015.0,127.098,-37.094,NED (fiducial),0.1975,,0.199,,0.1975,14.9,R,AL,"ICRF J010610.9+253930 S/X; 87GB 010326.9+252342
",J0106+2539,"2,5,8",150,4,,7.3,4.225352112676056,5.818384696468256
467,J0106-0155,0103-021,-01:55:38.4154971,01:06:22.99426541,-1.9273376380833327,16.59580943920833,735.0,8.39e-06,0.0002315,3.4958333333333324e-08,6.430555555555555e-08,7.318406402180171e-08,0.0049,0.2315,1.0,2015.0,131.648,-64.546,NED (fiducial),2.1951,,2.1944,,2.1944,19.1,R,AQ,"ICRF J010622.9-015538 S/X; PMN J0106-0155
",J0106-0155,"2,8",94,3,,4.6,0.0,3.0
468,J0106-0315,0104-035,-03:15:36.2949855,01:06:43.22869667,-3.2600819404166668,16.680119569458334,740.0,4.8e-06,0.0001449,2e-08,4.025e-08,4.493071211316992e-08,-0.0786,0.145,1.0,2015.0,132.291,-65.854,LITERATURE,2.2456,,,,,17.5,R,AQ,"ICRF J010643.2-031536 S/X; CGRaBS J0106-0315; GALEXASC J010643.17-031535.2;; z from milliquas (http://quasars.org/milliquas.htm)
",J0106-0315,2,-164,4,,3.2,7.447183098591549,8.453433391465719
469,J0106-1034,0104-108,-10:34:10.5867500,01:06:44.15847600,-10.569607430555555,16.68399365,741.0,3.8e-05,0.00118,1.5833333333333333e-07,3.277777777777778e-07,3.628556407686983e-07,0.274,1.1925,39.0,2015.0,135.932,-73.054,NED (fiducial),0.4678,,0.4678,,0.4678,17.7,R,A1,"FBQS J0106-1034
",J0106-1034,8,-152,5,,3.7,7.447183098591549,8.969979715916175
