J2000_NAME,OCARS_NAME,DEC,RA,DEC_deg,RA_deg,INDEX_NEW_TABLE,RA_ERR_sec,DEC_ERR_arcsec,RA_ERR_deg,DEC_ERR_deg,SKY_PA_ERR_deg,RA_DEC_CORRELATION,SEMIMAJOR_AXIS_OF_ERROR_ELLIPSE_mas,CATALOG_CODE,EPOCH_YEAR,GAL_LON_deg,GAL_LAT_deg,Z_FROM_NED_OR_LITERATURE,Z,Z_FLAG,Z_SIMBAD,Z_SIMBAD_FLAG,Z_SDSS,OPTICAL_OR_NIR_MAGNITUDE,BAND,OBJECT_PRIMARY_TYPE,OTHER_ID_AND_NOTES,J2000,frequencies,pa,pa_err,flag180,separation,sys_err,tot_err
J1248-4559,1245-457,-45:59:47.1796776,12:48:28.49515071,-45.99643879933333,192.11872979462493,8328.0,9.21e-06,0.0002098,3.8375e-08,5.8277777777777786e-08,6.40859888184624e-08,0.1799,0.2107,1.0,2015.0,302.394,16.872,NED (fiducial),1.02,,1.02,,,16.7,r,AQ,"ICRF J124828.4-455947 S/X DEF; CGRaBS J1248-4559
",J1248-4559,2,-53,4,,17.2,4.014084507042253,5.666822251463041
J1249+2101,1246+213,+21:01:47.4870000,12:49:17.53680000,21.0298575,192.32307,8336.0,,,,,,,,8.0,2000.0,298.229,83.882,NED (fiducial),0.8497,,0.8454,,0.8497,19.8,R,AQ,"SDSS J124917.54+210147.5; 87GB 124648.6+211810
",J1249+2101,"5,8",-60,4,,3.3,4.014084507042253,5.666822251463041
J1249+2339,1246+239,+23:39:34.8180000,12:49:26.10960000,23.659671666666664,192.35879,8341.0,,,,,,,,8.0,2000.0,295.394,86.502,,,,,,,21.4,r,G ,"87GB 124659.5+235527; SDSS J124925.93+233933.8
",J1249+2339,8,163,5,,4.9,4.225352112676056,6.546266147667387
J1249+2817,1246+285,+28:17:43.6147500,12:49:18.40928456,28.29544854166667,192.3267053523333,8337.0,1.159e-05,0.0002155,4.82916666666667e-08,5.986111111111111e-08,7.34263833247523e-08,-0.1472,0.2178,1.0,2015.0,144.812,88.741,NED (fiducial),1.7064,,1.7064,,1.7064,17.9,R,AQ,"ICRF J124918.4+281743 S/X; 87GB 124652.6+283359
",J1249+2817,"2,5,8",128,3,,1.2,4.225352112676056,5.182045973946585
J1249+3707,,+37:07:47.911,12:49:46.7513,37.12997527777778,192.4447970833333,,,,,,,,,,,,,,,,,,,,,,,J1249+3707,8,-109,5,,6.4,7.447183098591549,8.969979715916175
J1249+4510,1247+454,+45:10:56.0108000,12:49:59.12838000,45.18222522222222,192.49636825,8343.0,4e-05,0.00045,1.6666666666666665e-07,1.25e-07,1.715387542331493e-07,-0.023,0.4509,23.0,2006.31,123.758,71.944,,,,,,,    , ,R ,"B3 1247+454
",J1249+4510,5,-174,5,,2.2,7.447183098591549,8.969979715916175
J1249-0545,,-05:45:39.767,12:49:19.3641,-5.7610463888888885,192.33068375,,,,,,,,,,,,,,,,,,,,,,,J1249-0545,8,-172,5,,5.8,7.447183098591549,8.969979715916175
J1249-1736,,-17:36:33.315,12:49:22.4832,-17.60925416666667,192.34368,,,,,,,,,,,,,,,,,,,,,,,J1249-1736,5,-144,5,,5.1,7.447183098591549,8.969979715916175
J1249-2324,1246-231,-23:24:21.9605000,12:49:05.03608300,-23.40610013888889,192.27098367916665,8334.0,7.267e-05,0.00235,3.027916666666667e-07,6.527777777777778e-07,7.094601489565799e-07,-0.151,2.3559,39.0,2015.0,302.232,39.462,NED (fiducial),0.68,,0.68,,,20.8,r,G ,"PKS J1249-2324
",J1249-2324,"5,8",-83,4,,8.3,4.014084507042253,5.666822251463041
J1250+0158,1247+022,+01:58:04.1438694,12:50:06.84166876,1.9678177415,192.52850695316667,8344.0,1.987e-05,0.0004663,8.279166666666666e-08,1.295277777777778e-07,1.5370043309781138e-07,0.5487,0.5028,1.0,2015.0,302.154,64.838,NED (fiducial),0.9382,,0.9382,,0.9382,17.9,R,AQ,"ICRF J125006.8+015804 S/X; NVSS J125006+015804
",J1250+0158,"2,5,8",35,3,,2.8,21.285211267605632,21.495586028452585
J1250+0216,1247+025,+02:16:32.1732490,12:50:32.58081498,2.275603680277778,192.63575339575,8349.0,8.77e-06,0.0001769,3.654166666666666e-08,4.9138888888888887e-08,6.121942983759898e-08,-0.1167,0.1783,1.0,2015.0,302.4,65.146,NED (fiducial),0.9535,,0.0135,,,19.4,R,AL,"ICRF J125032.5+021632 S/X; PKS 1247+025; SDSS J125032.57+021632.1
",J1250+0216,"2,8,15",-72,3,,2.0,4.014084507042253,5.011274731011726
J1250+1343,1247+139,+13:43:40.3850725,12:50:28.21803834,13.72788474236111,192.61757515975,8347.0,6.36e-06,0.0001826,2.65e-08,5.0722222222222224e-08,5.68809772549732e-08,0.011,0.1826,1.0,2015.0,301.918,76.598,NED (fiducial),1.2007,,1.2007,,1.2003,17.3,R,AQ,"ICRF J125028.2+134340 S/X; 87GB 124757.8+140025
",J1250+1343,"2,8",-37,3,,11.5,4.014084507042253,5.011274731011726
J1250+1621,1247+166,+16:21:21.4619662,12:50:09.22705531,16.355961657277778,192.53844606379167,8345.0,8.32e-06,0.0002077,3.4666666666666666e-08,5.7694444444444464e-08,6.659673206509271e-08,0.154,0.2089,1.0,2015.0,301.284,79.224,NED (fiducial),0.85,,0.85,,0.85,17.8,R,AQ,"ICRF J125009.2+162121 S/X; SDSS J125009.22+162121.5
",J1250+1621,8,-60,5,,1.2,4.014084507042253,6.411932191600021
J1250+6246,1248+630,+62:46:17.1209200,12:50:28.33751400,62.771422477777776,192.618072975,8348.0,0.00014267,0.00171,5.944583333333331e-07,4.75e-07,5.473602160273887e-07,0.569,1.8194,39.0,2015.0,123.121,54.356,,,,,,,23.2,g,V ,"87GB 124822.9+630252
",J1250+6246,5,138,5,,11.6,4.225352112676056,6.546266147667387
J1250-0247,,-02:47:50.602,12:50:37.9088,-2.7973894444444443,192.65795333333327,,,,,,,,,,,,,,,,,,,,,,,J1250-0247,5,91,5,,21.2,0.0,5.0
J1250-4432,1247-442,-44:32:03.4838360,12:50:22.80481419,-44.53430106555555,192.595020059125,8346.0,1.643e-05,0.0005082,6.845833333333332e-08,1.411666666666667e-07,1.4936328173713156e-07,-0.2698,0.5107,1.0,2015.0,302.733,18.337,,,,,,,17.4,R,V ,"ICRF J125022.8-443203 S/X; PKS 1247-442
",J1250-4432,"2,8",-141,3,,9.1,7.447183098591549,8.028731911326197
J1251+2102,1248+213,+21:02:53.6906100,12:51:27.70274000,21.048247391666667,192.86542808333328,8361.0,3e-05,0.00051,1.25e-07,1.416666666666667e-07,1.8351825827822586e-07,-0.082,0.5135,23.0,2006.31,302.984,83.92,,,,,,,    , ,R ,"87GB 124859.9+211910
",J1251+2102,5,-141,5,,9.9,7.447183098591549,8.969979715916175
J1251+2337,1248+239,+23:37:48.1177000,12:51:21.31055500,23.630032694444445,192.83879397916664,8359.0,0.000652,0.00332,2.7166666666666668e-06,9.222222222222222e-07,2.6542467241833018e-06,-0.148,8.9755,39.0,2015.0,302.621,86.502,,,,,,,    , ,I ,"NVSS J125121+233747
",J1251+2337,5,103,5,,6.1,0.0,5.0
J1251+2751,1249+281,+27:51:16.4817000,12:51:50.50931500,27.854578250000003,192.96045547916663,8366.0,4.267e-05,0.00096,1.777916666666667e-07,2.666666666666667e-07,3.095487962748136e-07,0.492,1.0115,39.0,2015.0,115.925,89.268,LITERATURE,,a,,a,,19.4,R,G ,"NVSS J125150+275116; 1RXS J125148.7+275140;; z from milliquas (http://quasars.org/milliquas.htm)
",J1251+2751,5,-156,5,,7.2,7.447183098591549,8.969979715916175
J1251+2823,1248+286,+28:23:37.4080000,12:51:03.18750000,28.393724444444445,192.76328124999995,8354.0,,,,,,,,8.0,2000.0,126.758,88.732,NED (fiducial),,a,,,,20.3,R,V ,"87GB 124836.4+283935
",J1251+2823,"5,8",-147,4,,1.5,7.447183098591549,8.453433391465719
J1251+3845,1248+390,+38:45:07.3488300,12:51:02.66666400,38.75204134166667,192.7611111,8353.0,3.4e-05,0.00042,1.4166666666666665e-07,1.1666666666666669e-07,1.606768391647077e-07,-0.077,0.4278,23.0,2006.31,123.313,78.376,NED (fiducial),1.5055,,1.5055,,1.5055,18.6,R,AQ,"B3 1248+390B
",J1251+3845,5,93,5,,1.6,0.0,5.0
J1251+4306,1249+433,+43:06:54.2672400,12:51:31.16880000,43.11507423333333,192.87987,8362.0,5.467e-05,0.00114,2.277916666666666e-07,3.166666666666667e-07,3.57670409951184e-07,0.285,1.1568,39.0,2015.0,122.878,74.013,,,,,,,    , ,R ,"87GB 124912.8+432316
",J1251+4306,"5,8",-100,4,,6.3,4.014084507042253,5.666822251463041
J1251+4317,1249+435,+43:17:29.6942800,12:51:46.33600100,43.29158174444444,192.94306667083333,8365.0,4.267e-05,0.00076,1.777916666666667e-07,2.111111111111112e-07,2.476182733321191e-07,0.248,0.7732,39.0,2015.0,122.713,73.837,NED (fiducial),1.4321,,1.4527,,1.4401,19.2,R,AQ,"SDSS J125146.34+431729.7; NVSS J125146+431727
",J1251+4317,8,81,5,,31.7,0.0,5.0
J1251-1717,1248-170,-17:17:13.1603700,12:51:14.47512924,-17.286988991666668,192.8103130385,8357.0,7.57e-06,0.0002553,3.154166666666666e-08,7.091666666666667e-08,7.704673800301098e-08,-0.2568,0.2571,1.0,2015.0,302.865,45.585,NED (fiducial),0.606,,0.606,,,18.8,R,AQ,"ICRF J125114.4-171713 S/X; CGRaBS J1251-1717
",J1251-1717,"2,8",139,3,,2.1,4.225352112676056,5.182045973946585
J1251-1927,1248-191,-19:27:54.1940000,12:51:35.28860000,-19.46505388888889,192.8970358333333,8363.0,0.00186667,0.042,7.777791666666665e-06,1.1666666666666668e-05,1.3779974086454184e-05,-0.152,42.3082,26.0,2015.0,302.981,43.407,LITERATURE,,a,,,,19.4,R,V ,"AT20G J125135-192753; VLSS J1251.5-1927; NVSS J125135-192753;; z from milliquas (http://quasars.org/milliquas.htm)
",J1251-1927,"5,8",-95,4,,1.3,4.014084507042253,5.666822251463041
J1251-2516,1248-249,-25:16:08.2579800,12:51:09.43583700,-25.26896055,192.7893159875,8355.0,0.00011067,0.00354,4.61125e-07,9.833333333333334e-07,1.0680987382587676e-06,-0.755,3.7299,39.0,2015.0,302.852,37.603,LITERATURE,,a,,,,20.8,R,V ,"NVSS J125109-251607;; z from milliquas (http://quasars.org/milliquas.htm)
",J1251-2516,5,-41,5,,26.1,4.014084507042253,6.411932191600021
J1251-3440,1248-343,-34:40:13.3920794,12:51:23.96338347,-34.67038668872222,192.84984743112497,8360.0,3.798e-05,0.0012808,1.5825e-07,3.5577777777777774e-07,3.788364662200278e-07,0.3303,1.2913,1.0,2015.0,302.923,28.201,,,,,,,21.0,R,AL,"ICRF J125123.9-344013 S/X; PMN J1251-3439
",J1251-3440,"2,8",26,3,,11.1,21.285211267605632,21.495586028452585
J1251-3518,1248-350,-35:18:39.5818766,12:51:39.22505929,-35.310994965722216,192.91343774704163,8364.0,9.66e-06,0.0003267,4.024999999999999e-08,9.075e-08,9.651093923013373e-08,-0.1388,0.3272,1.0,2015.0,302.982,27.561,NED (fiducial),0.41,,0.41,,,19.1,R,A1,"ICRF J125139.2-351839 S/X; PKS 1248-350
",J1251-3518,"2,8",39,3,,5.3,0.0,3.0
J1252+0246,1250+030,+02:46:16.3975800,12:52:41.85600100,2.77122155,193.17440000416664,8374.0,8.133e-05,0.00212,3.38875e-07,5.888888888888889e-07,6.792333583013102e-07,0.084,2.1237,39.0,2015.0,303.695,65.641,NED (fiducial),1.5378,,1.5378,,1.5378,20.6,R,AQ,"SDSS J125241.85+024616.4
",J1252+0246,5,157,5,,11.6,4.225352112676056,6.546266147667387
J1252+1607,1250+163,+16:07:06.9970000,12:52:36.51290000,16.11861027777778,193.1521370833333,8371.0,,,,,,,,8.0,2000.0,304.404,78.987,LITERATURE,,a,,,,19.7,R,V ,"87GB 125006.6+162331;; z from milliquas (http://quasars.org/milliquas.htm)
",J1252+1607,"5,8",52,4,,1.3,0.0,4.0
J1252+3310,1250+334,+33:10:58.1932600,12:52:40.28563200,33.18283146111111,193.1678568,8372.0,4.933e-05,0.00098,2.0554166666666666e-07,2.722222222222222e-07,3.2202030037481885e-07,0.444,1.0328,39.0,2015.0,120.487,83.94,NED (fiducial),0.4888,,0.4891,,0.4891,19.1,R,AL,"87GB 125015.2+332737
",J1252+3310,5,-179,5,,4.3,7.447183098591549,8.969979715916175
J1252+5151,1250+521,+51:51:26.8622700,12:52:50.65475500,51.85746174166667,193.21106147916663,8377.0,0.000158,0.00158,6.583333333333333e-07,4.388888888888889e-07,5.982865995348864e-07,0.175,1.6617,39.0,2015.0,122.413,65.269,,,,,,,    , ,I ,"87GB 125039.5+520723
",J1252+5151,5,88,5,,7.0,0.0,5.0
J1252+5634,1250+568,+56:34:19.5722600,12:52:26.35583800,56.57210340555556,193.10981599166664,8369.0,2.867e-05,0.00044,1.1945833333333333e-07,1.2222222222222222e-07,1.3881272455296012e-07,0.35,0.4502,39.0,2015.0,122.651,60.556,NED (fiducial),0.3201,,0.3201,,0.3201,17.7,R,A1,"4C +56.20; 3C 277.1;; triple source, one component is weak, see 1995A&A...295..629S
",J1252+5634,8,-106,5,,25.3,4.014084507042253,6.411932191600021
J1252+563A,,+56:34:19.259,12:52:26.3905,56.57201638888889,193.10996041666667,,,,,,,,,,,,,,0.3201,,0.3201,,0.3201,,,,,J1252+563A,"5,8",-8,4,,29.4,21.285211267605632,21.65779810383793
J1252-1158,1249-116,-11:58:07.5166678,12:52:26.44059032,-11.968754629944444,193.1101691263333,8370.0,5.57e-05,0.0004081,2.320833333333333e-07,1.133611111111111e-07,2.537656620530471e-07,-0.0321,0.8175,1.0,2015.0,303.321,50.902,NED (fiducial),0.1425,,0.1424,,,17.0,R,AL,"ICRF J125226.4-115807 S/X; NVSS J125226-115808
",J1252-1158,8,146,5,,0.9,4.225352112676056,6.546266147667387
J1252-3319,1250-330,-33:19:59.5615893,12:52:58.39735660,-33.333211552583336,193.24332231916665,8380.0,7.94e-06,0.0002691,3.3083333333333335e-08,7.474999999999999e-08,7.969676364540553e-08,-0.1406,0.2695,1.0,2015.0,303.301,29.537,NED (fiducial),0.856,,0.859,,,19.1,R,AQ,"ICRF J125258.3-331959 S/X; PKS 1250-330
",J1252-3319,"2,5",18,4,,17.5,21.285211267605632,21.65779810383793
J1253+0326,1251+037,+03:26:30.4712700,12:53:47.00511600,3.4417975750000003,193.44585465,8387.0,0.00012333,0.00354,5.138749999999999e-07,9.833333333333334e-07,1.1090808000119937e-06,-0.728,3.8161,28.0,2010.76,304.389,66.307,NED (fiducial),0.0656,,0.0657,,0.0656,12.9,R,AL,"NVSS J125347+032630
",J1253+0326,"2,8",172,3,,15.9,4.225352112676056,5.182045973946585
J1253+2739,1250+279,+27:39:41.6510000,12:53:14.48100000,27.66156972222222,193.3103375,8383.0,,,,,,,,8.0,2000.0,86.144,89.333,NED (fiducial),,a,,,,19.7,R,V ,"87GB 125048.2+275612
",J1253+2739,"5,8",149,4,,3.2,4.225352112676056,5.818384696468256
J1253+2905,1250+293,+29:05:13.8838621,12:53:06.40866091,29.08718996169444,193.27670275379165,8381.0,2.393e-05,0.0005256,9.970833333333332e-08,1.4599999999999998e-07,1.700241057993352e-07,0.0306,0.5257,1.0,2015.0,112.39,88.007,NED (fiducial),2.573,,2.573,,2.5752,17.7,R,AQ,"ICRF J125306.4+290513 S/X; NVSS J125306+290514;; 1996AJ....111..865D give z=1.89 (possibly related to FBQS J1253+2905 ABS05)
",J1253+2905,8,91,5,,2.1,0.0,5.0
J1253+5301,1250+532,+53:01:11.7371500,12:53:11.92055709,53.01992698611111,193.29966898787487,8382.0,1.18e-05,0.0001076,4.916666666666666e-08,2.988888888888889e-08,4.204831309258212e-08,-0.1027,0.1124,1.0,2015.0,122.326,64.106,NED (fiducial),0.1485,,1.0841,,1.3684,16.4,R,AL,"ICRF J125311.9+530111 S/X; NVSS J125311+530112;; 2020MNRAS.497...94P give z>0.6638
",J1253+5301,"2,5,8,15",-107,2,,3.7,4.014084507042253,4.484737944370512
J1253-1029,,-10:29:39.191,12:53:07.2291,-10.49421972222222,193.28012125,,,,,,,,,,,,,,,,,,,,,,,J1253-1029,8,155,5,,4.2,4.225352112676056,6.546266147667387
J1253-4059,1251-407,-40:59:30.6858434,12:53:59.53371155,-40.99185717872222,193.4980571314583,8388.0,2.103e-05,0.000661,8.762499999999999e-08,1.836111111111112e-07,1.9516015557731165e-07,-0.3526,0.667,1.0,2015.0,303.451,21.877,NED (fiducial),4.46,,4.464,,,19.9,R,AQ,"ICRF J125359.5-405930 S/X; PKS 1251-407;; [VCV96] have m=19.9
",J1253-4059,8,180,5,,3.3,0.0,5.0
J1254+0233,1252+028,+02:33:28.9635496,12:54:45.46653940,2.5580454304444444,193.68944391416665,8402.0,7.2e-06,0.0001955,2.999999999999999e-08,5.4305555555555566e-08,6.202661196400659e-08,0.0218,0.1955,1.0,2015.0,304.925,65.417,NED (fiducial),,a,,,,19.5,R,AQ,"ICRF J125445.4+023328 S/X; NVSS J125445+023328
",J1254+0233,"2,8",55,3,,1.7,0.0,3.0
J1254+0859,1252+092,+08:59:47.5520233,12:54:58.95766713,8.996542228694443,193.745656946375,8407.0,9.74e-06,0.000274,4.0583333333333336e-08,7.611111111111111e-08,8.602112391498968e-08,-0.4267,0.2827,1.0,2015.0,305.743,71.849,,,,,,,19.1,r,V ,"ICRF J125458.9+085947 S/X; PKS 1252+092; SDSS J125459.17+085946.0
",J1254+0859,8,126,5,,14.9,4.225352112676056,6.546266147667387
J1254+1141,1252+119,+11:41:05.8950431,12:54:38.25561478,11.684970845305555,193.65939839491665,8400.0,2.49e-06,3.86e-05,1.0375e-08,1.0722222222222223e-08,1.4771303575418882e-08,-0.0269,0.0387,1.0,2015.0,305.871,74.538,NED (fiducial),0.8724,,0.8724,,0.8724,16.8,R,AQ,"ICRF J125438.2+114105 S/X; JVAS J1254+1141
",J1254+1141,"2,5,8",-103,4,,2.4,4.014084507042253,5.666822251463041
J1254+1843,1252+189,+18:43:32.3220000,12:54:34.02200000,18.725645,193.6417583333333,8397.0,,,,,,,,8.0,2000.0,307.99,81.567,,,,,,,    , ,R ,"87GB 125207.0+185924
",J1254+1843,8,172,5,,0.7,4.225352112676056,6.546266147667387
J1254+1856,1252+192,+18:56:01.9330000,12:54:33.27010000,18.93387027777778,193.63862541666663,8396.0,,,,,,,,8.0,2000.0,308.09,81.774,NED (fiducial),0.1154,,0.1154,,0.1154,16.2,r,AR,"87GB 125203.9+191210
",J1254+1856,"5,8",-111,4,,2.2,7.447183098591549,8.453433391465719
J1254+4536,1252+458,+45:36:04.3271599,12:54:28.82869389,45.60120198886111,193.62011955787497,8393.0,1.521e-05,0.0002536,6.337499999999998e-08,7.044444444444446e-08,8.323745765071388e-08,0.2285,0.2577,1.0,2015.0,121.253,71.517,NED (fiducial),1.6522,,1.6466,,1.6466,18.4,R,AQ,"ICRF J125428.8+453604 S/X; B3 1252+458
",J1254+4536,"2,5,8",-170,3,,1.2,7.447183098591549,8.028731911326197
J1254-1317,1251-130,-13:17:16.2120262,12:54:31.46828616,-13.287836673944444,193.631117859,8395.0,8.92e-06,0.0003209,3.716666666666666e-08,8.91388888888889e-08,9.619837972809897e-08,-0.1367,0.3215,1.0,2015.0,304.09,49.577,LITERATURE,,a,,,,20.3,R,V ,"ICRF J125431.4-131716 S/X; CGRaBS J1254-1317;; z from milliquas (http://quasars.org/milliquas.htm)
",J1254-1317,"2,8",-177,3,,2.7,7.447183098591549,8.028731911326197
J1254-2000,1251-197,-20:00:56.4066827,12:54:37.25561984,-20.015668522972224,193.6552317493333,8399.0,5.02e-06,0.0001176,2.0916666666666665e-08,3.2666666666666675e-08,3.8122992202844136e-08,-0.1445,0.1183,1.0,2015.0,303.952,42.85,NED (fiducial),0.959,,0.959,,,18.6,R,AQ,"ICRF J125437.2-200056 S/X; CGRaBS J1254-2000
",J1254-2000,"2,5,8",117,5,,2.2,4.225352112676056,6.546266147667387
J1254-3833,1251-382,-38:33:56.9808400,12:54:43.00231100,-38.56582801111111,193.6791762958333,8401.0,4.4e-05,0.00159,1.833333333333333e-07,4.416666666666667e-07,4.643466279624524e-07,-0.527,1.6149,39.0,2015.0,303.635,24.301,LITERATURE,2.7793,,,,,19.5,R,AQ,"PKS 1251-382;; z from milliquas (http://quasars.org/milliquas.htm)
",J1254-3833,5,7,5,,29.4,21.285211267605632,21.86458823546892
J1254-4424,1252-441,-44:24:56.6009265,12:54:57.51319964,-44.41572247958333,193.7396383318333,8406.0,2.144e-05,0.0006292,8.933333333333335e-08,1.747777777777778e-07,1.8606146645158e-07,-0.4273,0.6377,1.0,2015.0,303.595,18.451,NED (fiducial),0.0411,,0.0411,,,13.6,R,AL,"ICRF J125457.5-442456 S/X; PKS 1252-441
",J1254-4424,8,151,5,,2.5,4.225352112676056,6.546266147667387
J1255+0340,1252+039,+03:40:43.1078739,12:55:00.49809907,3.678641076083333,193.75207541279164,8409.0,6.66e-05,0.0039262,2.775e-07,1.0906111111111112e-06,1.125220798813437e-06,-0.4207,3.9498,3.0,2015.0,305.169,66.535,NED (fiducial),0.437,,0.437,,0.437,18.3,R,AQ,"NVSS J125500+034043
",J1255+0340,8,-29,5,,6.3,21.285211267605632,21.86458823546892
J1255+1350,1252+141,+13:50:56.7505300,12:55:14.34387000,13.849097369444443,193.80976612499995,8413.0,4.067e-05,0.00111,1.6945833333333332e-07,3.083333333333334e-07,3.494857019685713e-07,0.431,1.1469,39.0,2015.0,306.943,76.691,NED (fiducial),1.5,,,,,20.6,R,G ,"NVSS J125514+135056
",J1255+1350,"5,8",-142,4,,2.2,7.447183098591549,8.453433391465719
J1255+1817,1253+185,+18:17:50.9103856,12:55:31.75992592,18.29747510711111,193.88233302466665,8416.0,8.24e-06,0.0001976,3.433333333333333e-08,5.4888888888888895e-08,6.383871616581744e-08,0.0211,0.1976,1.0,2015.0,309.235,81.119,NED (fiducial),1.3713,,1.3711,,1.3712,18.9,R,AQ,"ICRF J125531.7+181750 S/X; JVAS J1255+1817
",J1255+1817,"2,5,8",36,3,,5.3,0.0,3.0
J1255+5303,1253+533,+53:03:49.6666700,12:55:52.59046000,53.06379629722222,193.96912691666665,8418.0,0.000152,0.00171,6.333333333333333e-07,4.75e-07,6.086631021205704e-07,0.615,1.9833,39.0,2015.0,121.408,64.051,NED (fiducial),0.2978,,0.2978,,0.2978,18.3,r,G ,"87GB 125339.1+532011
",J1255+5303,"5,8",48,4,,4.4,0.0,4.0
J1255+6527,1253+657,+65:27:37.6227800,12:55:01.28067400,65.46045077222223,193.75533614166665,8410.0,0.000102,0.00134,4.250000000000001e-07,3.722222222222222e-07,4.119535222709323e-07,0.55,1.3923,39.0,2015.0,122.332,51.664,LITERATURE,,a,,,,20.5,R,AL,"87GB 125301.8+654404;; z from milliquas (http://quasars.org/milliquas.htm)
",J1255+6527,8,-17,5,,29.3,21.285211267605632,21.86458823546892
J1255+8016,,+80:16:10.823,12:55:59.0945,80.26967305555556,193.99622708333328,,,,,,,,,,,,,,,,,,,,,,,J1255+8016,8,80,5,,0.4,0.0,5.0
J1256+1008,1253+104,+10:08:53.6463700,12:56:07.67144900,10.148235102777775,194.0319643708333,8421.0,0.000124,0.00428,5.166666666666666e-07,1.188888888888889e-06,1.293102465072816e-06,-0.514,4.397,39.0,2015.0,306.879,72.984,NED (fiducial),0.8248,,0.8248,,0.8248,18.4,R,AQ,"NVSS J125607+100857
",J1256+1008,5,-45,5,,3.3,4.014084507042253,6.411932191600021
J1256+1247,1254+130,+12:47:34.2759200,12:56:34.85785300,12.792854422222222,194.14524105416663,8427.0,2.133e-05,0.00069,8.8875e-08,1.9166666666666665e-07,2.1035113818036682e-07,0.172,0.6926,39.0,2015.0,307.985,75.614,NED (fiducial),1.208,,,,,19.8,R,V ,"87GB 125404.9+130349
",J1256+1247,8,7,5,,48.4,21.285211267605632,21.86458823546892
J1256+2532,,+25:32:37.714,12:56:30.2403,25.543809444444445,194.12600125,,,,,,,,,,,,,,,,,,,,,,,J1256+2532,"5,8",80,4,,6.3,0.0,4.0
J1256+2701,,+27:01:08.703,12:56:30.9869,27.019084166666666,194.1291120833333,,,,,,,,,,,,,,,,,,,,,,,J1256+2701,5,17,5,,13.4,21.285211267605632,21.86458823546892
J1256+5334,1254+538,+53:34:23.7086400,12:56:38.62931100,53.5732524,194.1609554625,8428.0,4.733e-05,0.00041,1.972083333333333e-07,1.138888888888889e-07,1.633504790155585e-07,-0.03,0.4242,23.0,2006.31,121.198,63.537,LITERATURE,0.591,,,,,20.4,R,G ,"87GB 125423.0+535040; NVSS J125638+533423; SDSS J125638.66+533425.4;; z from milliquas (http://quasars.org/milliquas.htm)
",J1256+5334,5,122,5,,1.7,4.225352112676056,6.546266147667387
J1256+5652,1254+571,+56:52:25.2378984,12:56:14.23401026,56.873677194,194.0593083760833,8423.0,1.458e-05,0.0001167,6.074999999999998e-08,3.241666666666668e-08,4.640063148890994e-08,0.0225,0.12,1.0,2015.0,121.611,60.242,NED (fiducial),0.0422,,0.041,,,12.9,R,A1,"ICRF J125614.2+565225 S/X; NVSS J125614+565223
",J1256+5652,"2,8",128,3,,13.6,4.225352112676056,5.182045973946585
J1256-0547,1253-055,-05:47:21.5251510,12:56:11.16657958,-5.789312541944445,194.04652741491665,8422.0,2.17e-06,3.88e-05,9.041666666666665e-09,1.077777777777778e-08,1.403853318687284e-08,0.1377,0.0395,1.0,2015.0,305.104,57.062,NED (fiducial),0.5362,,0.538,,,15.9,R,AQ,"ICRF J125611.1-054721 S/X; 3C 279;; chain-like structure (1998A&AS..131..451R)
",J1256-0547,"1.4,2,5,8,15,24,43,86",-133,4,,0.9,7.447183098591549,8.453433391465719
J1256-0652,1253-065,-06:52:08.5138790,12:56:30.84163616,-6.869031633055556,194.1285068173333,8426.0,3.394e-05,0.0011407,1.4141666666666666e-07,3.168611111111111e-07,3.465740497925366e-07,-0.2613,1.15,3.0,2015.0,305.184,55.981,LITERATURE,,a,,,,20.2,R,V ,"PMN J1256-0652;; z from milliquas (http://quasars.org/milliquas.htm)
",J1256-0652,"5,8",53,4,,1.5,0.0,4.0
J1256-0819,1254-080,-08:19:38.3840200,12:56:46.88602100,-8.327328894444443,194.1953584208333,8430.0,7.467e-05,0.00215,3.11125e-07,5.972222222222222e-07,6.718949136944823e-07,0.237,2.1712,39.0,2015.0,305.21,54.521,LITERATURE,,a,,,,18.3,R,V ,"PMN J1256-0819; GALEXASC J125646.91-081938.2;; z from milliquas (http://quasars.org/milliquas.htm)
",J1256-0819,"5,8",-38,4,,4.4,4.014084507042253,5.666822251463041
J1256-1146,1253-115,-11:46:37.3403809,12:56:15.95255673,-11.777038994694443,194.06646898637496,8424.0,1.336e-05,0.0004619,5.566666666666666e-08,1.2830555555555558e-07,1.3939872098441984e-07,-0.2816,0.4658,3.0,2015.0,304.813,51.077,NED (fiducial),0.0579,,0.0579,,,15.1,R,AL,"2MASX J12561595-1146367
",J1256-1146,8,-139,5,,1.1,7.447183098591549,8.969979715916175
J1256-2155,1253-216,-21:55:21.1420598,12:56:25.51099214,-21.92253946105556,194.10629580058333,8425.0,1.147e-05,0.0003644,4.7791666666666666e-08,1.0122222222222225e-07,1.1050612499190209e-07,-0.5311,0.3756,1.0,2015.0,304.463,40.934,NED (fiducial),0.129,,0.129,,,15.9,R,AL,"ICRF J125625.5-215521 S/X; CGRaBS J1256-2155
",J1256-2155,8,128,2,,4.5,4.225352112676056,4.674783468364712
